E:\The Complete Self-Driving Car Course – Applied Deep Learning\14. Behavioural Cloning\data\IMG\center_2021_02_09_13_48_47_174.jpg, E:\The Complete Self-Driving Car Course – Applied Deep Learning\14. Behavioural Cloning\data\IMG\left_2021_02_09_13_48_47_174.jpg, E:\The Complete Self-Driving Car Course – Applied Deep Learning\14. Behavioural Cloning\data\IMG\right_2021_02_09_13_48_47_174.jpg, 0, 0, 0, 2.199329E-05
E:\The Complete Self-Driving Car Course – Applied Deep Learning\14. Behavioural Cloning\data\IMG\center_2021_02_09_13_48_47_276.jpg, E:\The Complete Self-Driving Car Course – Applied Deep Learning\14. Behavioural Cloning\data\IMG\left_2021_02_09_13_48_47_276.jpg, E:\The Complete Self-Driving Car Course – Applied Deep Learning\14. Behavioural Cloning\data\IMG\right_2021_02_09_13_48_47_276.jpg, 0, 0, 0, 2.204755E-05
E:\The Complete Self-Driving Car Course – Applied Deep Learning\14. Behavioural Cloning\data\IMG\center_2021_02_09_13_48_47_588.jpg, E:\The Complete Self-Driving Car Course – Applied Deep Learning\14. Behavioural Cloning\data\IMG\left_2021_02_09_13_48_47_588.jpg, E:\The Complete Self-Driving Car Course – Applied Deep Learning\14. Behavioural Cloning\data\IMG\right_2021_02_09_13_48_47_588.jpg, 0, 0, 0, 2.308045E-05
E:\The Complete Self-Driving Car Course – Applied Deep Learning\14. Behavioural Cloning\data\IMG\center_2021_02_09_13_48_47_690.jpg, E:\The Complete Self-Driving Car Course – Applied Deep Learning\14. Behavioural Cloning\data\IMG\left_2021_02_09_13_48_47_690.jpg, E:\The Complete Self-Driving Car Course – Applied Deep Learning\14. Behavioural Cloning\data\IMG\right_2021_02_09_13_48_47_690.jpg, 0, 0, 0, 2.363501E-05
E:\The Complete Self-Driving Car Course – Applied Deep Learning\14. Behavioural Cloning\data\IMG\center_2021_02_09_13_48_47_790.jpg, E:\The Complete Self-Driving Car Course – Applied Deep Learning\14. Behavioural Cloning\data\IMG\left_2021_02_09_13_48_47_790.jpg, E:\The Complete Self-Driving Car Course – Applied Deep Learning\14. Behavioural Cloning\data\IMG\right_2021_02_09_13_48_47_790.jpg, 0, 0, 0, 2.42456E-05
E:\The Complete Self-Driving Car Course – Applied Deep Learning\14. Behavioural Cloning\data\IMG\center_2021_02_09_13_48_47_892.jpg, E:\The Complete Self-Driving Car Course – Applied Deep Learning\14. Behavioural Cloning\data\IMG\left_2021_02_09_13_48_47_892.jpg, E:\The Complete Self-Driving Car Course – Applied Deep Learning\14. Behavioural Cloning\data\IMG\right_2021_02_09_13_48_47_892.jpg, 0, 0, 0, 2.491716E-05
E:\The Complete Self-Driving Car Course – Applied Deep Learning\14. Behavioural Cloning\data\IMG\center_2021_02_09_13_48_47_994.jpg, E:\The Complete Self-Driving Car Course – Applied Deep Learning\14. Behavioural Cloning\data\IMG\left_2021_02_09_13_48_47_994.jpg, E:\The Complete Self-Driving Car Course – Applied Deep Learning\14. Behavioural Cloning\data\IMG\right_2021_02_09_13_48_47_994.jpg, 0, 0, 0, 2.561015E-05
E:\The Complete Self-Driving Car Course – Applied Deep Learning\14. Behavioural Cloning\data\IMG\center_2021_02_09_13_48_48_097.jpg, E:\The Complete Self-Driving Car Course – Applied Deep Learning\14. Behavioural Cloning\data\IMG\left_2021_02_09_13_48_48_097.jpg, E:\The Complete Self-Driving Car Course – Applied Deep Learning\14. Behavioural Cloning\data\IMG\right_2021_02_09_13_48_48_097.jpg, 0, 0, 0, 2.227253E-05
E:\The Complete Self-Driving Car Course – Applied Deep Learning\14. Behavioural Cloning\data\IMG\center_2021_02_09_13_48_48_197.jpg, E:\The Complete Self-Driving Car Course – Applied Deep Learning\14. Behavioural Cloning\data\IMG\left_2021_02_09_13_48_48_197.jpg, E:\The Complete Self-Driving Car Course – Applied Deep Learning\14. Behavioural Cloning\data\IMG\right_2021_02_09_13_48_48_197.jpg, 0, 0, 0, 2.399796E-05
E:\The Complete Self-Driving Car Course – Applied Deep Learning\14. Behavioural Cloning\data\IMG\center_2021_02_09_13_48_48_299.jpg, E:\The Complete Self-Driving Car Course – Applied Deep Learning\14. Behavioural Cloning\data\IMG\left_2021_02_09_13_48_48_299.jpg, E:\The Complete Self-Driving Car Course – Applied Deep Learning\14. Behavioural Cloning\data\IMG\right_2021_02_09_13_48_48_299.jpg, 0, 0, 0, 2.182563E-05
E:\The Complete Self-Driving Car Course – Applied Deep Learning\14. Behavioural Cloning\data\IMG\center_2021_02_09_13_48_48_532.jpg, E:\The Complete Self-Driving Car Course – Applied Deep Learning\14. Behavioural Cloning\data\IMG\left_2021_02_09_13_48_48_532.jpg, E:\The Complete Self-Driving Car Course – Applied Deep Learning\14. Behavioural Cloning\data\IMG\right_2021_02_09_13_48_48_532.jpg, 0, 0, 0, 2.195861E-05
E:\The Complete Self-Driving Car Course – Applied Deep Learning\14. Behavioural Cloning\data\IMG\center_2021_02_09_13_48_48_634.jpg, E:\The Complete Self-Driving Car Course – Applied Deep Learning\14. Behavioural Cloning\data\IMG\left_2021_02_09_13_48_48_634.jpg, E:\The Complete Self-Driving Car Course – Applied Deep Learning\14. Behavioural Cloning\data\IMG\right_2021_02_09_13_48_48_634.jpg, 0, 0, 0, 2.197036E-05
E:\The Complete Self-Driving Car Course – Applied Deep Learning\14. Behavioural Cloning\data\IMG\center_2021_02_09_13_48_48_735.jpg, E:\The Complete Self-Driving Car Course – Applied Deep Learning\14. Behavioural Cloning\data\IMG\left_2021_02_09_13_48_48_735.jpg, E:\The Complete Self-Driving Car Course – Applied Deep Learning\14. Behavioural Cloning\data\IMG\right_2021_02_09_13_48_48_735.jpg, 0, 0, 0, 2.202409E-05
E:\The Complete Self-Driving Car Course – Applied Deep Learning\14. Behavioural Cloning\data\IMG\center_2021_02_09_13_48_48_836.jpg, E:\The Complete Self-Driving Car Course – Applied Deep Learning\14. Behavioural Cloning\data\IMG\left_2021_02_09_13_48_48_836.jpg, E:\The Complete Self-Driving Car Course – Applied Deep Learning\14. Behavioural Cloning\data\IMG\right_2021_02_09_13_48_48_836.jpg, 0, 0, 0, 2.215462E-05
E:\The Complete Self-Driving Car Course – Applied Deep Learning\14. Behavioural Cloning\data\IMG\center_2021_02_09_13_48_48_939.jpg, E:\The Complete Self-Driving Car Course – Applied Deep Learning\14. Behavioural Cloning\data\IMG\left_2021_02_09_13_48_48_939.jpg, E:\The Complete Self-Driving Car Course – Applied Deep Learning\14. Behavioural Cloning\data\IMG\right_2021_02_09_13_48_48_939.jpg, 0, 0, 0, 2.292897E-05
E:\The Complete Self-Driving Car Course – Applied Deep Learning\14. Behavioural Cloning\data\IMG\center_2021_02_09_13_48_49_041.jpg, E:\The Complete Self-Driving Car Course – Applied Deep Learning\14. Behavioural Cloning\data\IMG\left_2021_02_09_13_48_49_041.jpg, E:\The Complete Self-Driving Car Course – Applied Deep Learning\14. Behavioural Cloning\data\IMG\right_2021_02_09_13_48_49_041.jpg, 0, 0.2732916, 0, 0.2420696
E:\The Complete Self-Driving Car Course – Applied Deep Learning\14. Behavioural Cloning\data\IMG\center_2021_02_09_13_48_49_146.jpg, E:\The Complete Self-Driving Car Course – Applied Deep Learning\14. Behavioural Cloning\data\IMG\left_2021_02_09_13_48_49_146.jpg, E:\The Complete Self-Driving Car Course – Applied Deep Learning\14. Behavioural Cloning\data\IMG\right_2021_02_09_13_48_49_146.jpg, 0, 0.6226572, 0, 0.8939113
E:\The Complete Self-Driving Car Course – Applied Deep Learning\14. Behavioural Cloning\data\IMG\center_2021_02_09_13_48_49_249.jpg, E:\The Complete Self-Driving Car Course – Applied Deep Learning\14. Behavioural Cloning\data\IMG\left_2021_02_09_13_48_49_249.jpg, E:\The Complete Self-Driving Car Course – Applied Deep Learning\14. Behavioural Cloning\data\IMG\right_2021_02_09_13_48_49_249.jpg, 0, 0.9277555, 0, 1.86929
E:\The Complete Self-Driving Car Course – Applied Deep Learning\14. Behavioural Cloning\data\IMG\center_2021_02_09_13_48_49_352.jpg, E:\The Complete Self-Driving Car Course – Applied Deep Learning\14. Behavioural Cloning\data\IMG\left_2021_02_09_13_48_49_352.jpg, E:\The Complete Self-Driving Car Course – Applied Deep Learning\14. Behavioural Cloning\data\IMG\right_2021_02_09_13_48_49_352.jpg, 0, 1, 0, 3.041203
E:\The Complete Self-Driving Car Course – Applied Deep Learning\14. Behavioural Cloning\data\IMG\center_2021_02_09_13_48_49_453.jpg, E:\The Complete Self-Driving Car Course – Applied Deep Learning\14. Behavioural Cloning\data\IMG\left_2021_02_09_13_48_49_453.jpg, E:\The Complete Self-Driving Car Course – Applied Deep Learning\14. Behavioural Cloning\data\IMG\right_2021_02_09_13_48_49_453.jpg, 0, 1, 0, 4.21208
E:\The Complete Self-Driving Car Course – Applied Deep Learning\14. Behavioural Cloning\data\IMG\center_2021_02_09_13_48_49_555.jpg, E:\The Complete Self-Driving Car Course – Applied Deep Learning\14. Behavioural Cloning\data\IMG\left_2021_02_09_13_48_49_555.jpg, E:\The Complete Self-Driving Car Course – Applied Deep Learning\14. Behavioural Cloning\data\IMG\right_2021_02_09_13_48_49_555.jpg, 0, 1, 0, 5.374003
